time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:nBinDeltaDeleteOps,Op:nBinDeltaGetOps,Op:nBinDeltaInsertOps,Op:nBinDeltaUpdateOps,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2016-11-29 20:48:54.926 UTC, ,589,3173965,1752,27200,448, ,6, ,8, , , , , , , , , ,6,6, , , ,4,3,7, ,2, , , , , , , , , , , , , , ,17444,7, ,16898, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480452414517,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,17617528,-1, , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-29 20:49:54.963 UTC, ,589,3173965,1752,27200,448, ,6, , , , , , , , , , , ,6,6, , , ,4,3,7, , , , , , , , , , , , , , , , ,17444,7, ,16898, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480452414517,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,17780096,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-29 20:50:54.989 UTC, ,589,3173965,1752,27200,448, ,6, ,8, , , , , , , , , ,6,6, , , ,4,3,7, ,2, , , , , , , , , , , , , , ,17444,7, ,16898, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480452414517,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,17780096,-1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7, ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-29 20:51:55.016 UTC, ,589,3173965,1752,27200,448, ,6, ,8, , , , , , , , , ,6,6, , , ,4,3,7, ,2, , , , , , , , , , , , , , ,17444,7, ,16898, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480452414517,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,17942672,-1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7, ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-29 20:52:55.044 UTC, ,589,3176949,1752,30184,448, ,7, ,61,1,0.02, , , , , , , ,7,7, , , ,5,2,10, ,27,2, , , , , , , , , , , , , ,17444,7, ,16898, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480452414517,3145728, , , ,4,0, , , , , , , ,3, , , , ,4,1, , , , , , ,8192,4, , , , , , , , , , ,18430264,-1, , , , , , ,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,43, ,3, , , , , , , , , , , , , , , , , , , , , 
2016-11-29 20:53:55.074 UTC, ,589,3176949,1752,30184,448, ,7, ,24, , , , , , , , , ,7,7, , , ,5,2,10, ,12, , , , , , , , , , , , , , ,17444,7, ,16898, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480452414517,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,18592816,-1, , , , , , ,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17, ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-29 20:54:55.082 UTC, ,589,3176949,1752,30184,448, ,7, ,43, , , , , , , , , ,7,7, , , ,5,2,10, ,19, , , , , , , , , , , , , , ,17444,7, ,16898, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480452414517,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,19080328,-1, , , , , , ,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31, ,2, , , , , , , , , , , , , , , , , , , , , 
2016-11-29 20:55:55.105 UTC, ,589,3176949,1752,30184,448, ,7, ,51, , , , , , , , , ,7,7, , , ,5,2,10, ,24, , , , , , , , , , , , , , ,17444,7, ,16898, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480452414517,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,19405360,-1, , , , , , ,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,39, ,2, , , , , , , , , , , , , , , , , , , , , 
2016-11-29 20:56:55.129 UTC, ,589,3176949,1752,30184,448, ,7, ,67, , , , , , , , , ,7,7, , , ,5,2,10, ,32, , , , , , , , , , , , , , ,17444,7, ,16898, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480452414517,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,19893856,-1, , , , , , ,69, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,9, , , , , , , , , , ,50, ,7, , , , , , , , , , , , , , , , , , , , , 
2016-11-29 20:57:18.445 UTC, ,589,3176501,1752,30184, , ,7, ,15, , , , , , , , , ,7,7, , , ,5,2,10, ,7, , , , , , , , , , , , , , ,17444,7, ,16898, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480452414517,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,20381288,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-29 21:45:06.543 UTC, ,125,3163493,1752,17640, , ,3, ,31,3,0.10, , , , , , , ,3,3, ,2, ,2,1,4, ,40,17, , , , , , , , , , , , , ,22541,8, ,20628, , , , , ,15,15, , , , , ,3,207, , , , , , , , , , , , , , , , , , , , , , , , ,1480455906181,3145728, , , ,25,0, , , ,2, , , ,3, , , , ,25, ,2048,1, , , , ,167936,40, , , , , , , , ,1,5,14595032,-1, , , , , , ,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-29 21:45:50.181 UTC, ,125,3167165,1752,21312, , ,4, ,12,1,0.08, , , , , , , ,4,4, , , ,2,2,4, ,8,4, , , , , , , , , , , , , ,22541,8, ,20628, , , , , ,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480455906181,3145728, , , ,6,0, , , ,1, , , ,3, , , , ,6,1, , , , , , ,14336,7, , , , , , , , , , ,15165808,-1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-29 21:47:31.677 UTC, ,125,3163493,1752,17640, , ,3, ,31,3,0.10, , , , , , , ,3,3, ,2, ,2,1,4, ,40,17, , , , , , , , , , , , , ,22541,8, ,20628, , , , , ,15,15, , , , , ,3,207, , , , , , , , , , , , , , , , , , , , , , , , ,1480456051304,3145728, , , ,25,0, , , ,2, , , ,3, , , , ,25, ,2048,1, , , , ,167936,40, , , , , , , , ,1,4,14620312,-1, , , , , , ,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-29 21:47:48.316 UTC, ,125,3163493,1752,17640, , ,3, ,8, , , , , , , , , ,3,3, , , ,2,1,3, ,8,4, , , , , , , , , , , , , ,22541,8, ,20628, , , , , ,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480456051304,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , , ,10240,5, , , , , , , , , , ,14782928,-1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-30 08:47:38.271 UTC, ,125,3163573,1752,17640,80, ,3, ,32,3,0.09, , , , , , , ,3,3, ,2, ,2,1,4, ,40,17, , , , , , , , , , , , , ,22541,8, ,20628, , , , , ,15,15, , , , , ,3,207, , , , , , , , , , , , , , , , , , , , , , , , ,1480495657883,3145728, , , ,25,0, , , ,3, , , ,3, , , , ,26, ,2048,1, , , , ,167936,40, , , , , , , , ,1,5,14629128,-1, , , , , , ,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-30 08:48:38.281 UTC, ,589,3176957,1752,30192,448, ,7, ,30,4,0.13, , , , , , , ,7,7, , , ,5,2,10, ,17,9, , , , , , , , , , , , , ,22541,8, ,20628, , , , , ,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480495657883,3145728, , , ,17,0, , , , , , , ,3, , , , ,16,1, , , , , , ,36864,18, , , , , , , , , , ,17401072,-1, , , , , , ,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,3, , , , , , , , , , ,13, ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-30 08:49:38.306 UTC, ,589,3176957,1752,30192,448, ,7, ,22, , , , , , , , , ,7,7, , , ,5,2,10, ,10, , , , , , , , , , , , , , ,22541,8, ,20628, , , , , ,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480495657883,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,17563648,-1, , , , , , ,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-30 08:49:47.772 UTC, ,589,3176509,1752,30192, , ,7, ,9, , , , , , , , , ,7,7, , , ,5,2,10, ,5, , , , , , , , , , , , , , ,22541,8, ,20628, , , , , ,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480495657883,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,17563648,-1, , , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-30 08:51:01.085 UTC, ,125,3163517,1752,17664, , ,3,1,25,3,0.12, , , , , , , ,3,3, ,2,1,2,1,4, ,37,18, , , , , , , , , , , , , ,23385,9, ,22844, , , , , ,15,15, , , , , ,3,216, , , , , , , , , , , , , , , , , , , , , , , , ,1480495860711,3145728, , , ,27,0, , , ,2, , , ,3, , , , ,27, ,2048,1, , , , ,172032,42, , , , , , , , ,1,5,13590968,-1, , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-30 08:52:01.098 UTC, ,125,3173605,1752,27304,448, ,6, ,24,3,0.13, , , , , , , ,6,6, , , ,4,3,7, ,12,6, , , , , , , , , , , , , ,23385,9, ,22844, , , , , ,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480495860711,3145728, , , ,12,0, , , ,1, , , ,3, , , , ,12,1, , , , , , ,26624,13, , , , , , , , , , ,15768808,-1, , , , , , ,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,3, , , , , , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-30 08:53:01.117 UTC, ,589,3176981,1752,30216,448, ,7, ,20,1,0.05, , , , , , , ,7,7, , , ,5,2,10, ,9,5, , , , , , , , , , , , , ,23385,9, ,22844, , , , , ,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480495860711,3145728, , , ,7,0, , , , , , , ,3, , , , ,7,1, , , , , , ,14336,7, , , , , , , , , , ,16581600,-1, , , , , , ,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,3, , , , , , , , , , ,16, ,2, , , , , , , , , , , , , , , , , , , , , 
2016-11-30 08:54:01.152 UTC, ,589,3176981,1752,30216,448, ,7, ,46, , , , , , , , , ,7,7, , , ,5,2,10, ,23, , , , , , , , , , , , , , ,23385,9, ,22844, , , , , ,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480495860711,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,17070224,-1, , , , , , ,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,6, , , , , , , , , , ,38, ,4, , , , , , , , , , , , , , , , , , , , , 
2016-11-30 08:54:02.358 UTC, ,589,3176533,1752,30216, , ,7, , , , , , , , , , , ,7,7, , , ,5,2,10, , , , , , , , , , , , , , , , ,23385,9, ,22844, , , , , ,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480495860711,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,17070224,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-30 08:59:10.270 UTC, ,125,3163541,1752,17688, , ,3,1,25,3,0.12, , , , , , , ,3,3, ,2,1,2,1,4, ,39,19, , , , , , , , , , , , , ,25083,10, ,24383, , , , , ,14,14, , , , , ,4,232, , , , , , , , , , , , , , , , , , , , , , , , ,1480496349893,3145728, , , ,28,0, , , ,2, , , ,3, , , , ,28, ,2048,1, , , , ,190464,45, , , , , , , , ,1,5,14641592,-1, , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-30 08:59:46.892 UTC, ,125,3169509,1752,23656, , ,5, ,10,2,0.20, , , , , , , ,5,5, , , ,4,3,5, ,8,4, , , , , , , , , , , , , ,25083,10, ,24383, , , , , ,14,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480496349893,3145728, , , ,8,0, , , ,1, , , ,3, , , , ,8,1, , , , , , ,18432,9, , , , , , , , , , ,15129024,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-30 09:02:36.584 UTC, ,125,3163541,1752,17688, , ,3,1,25,3,0.12, , , , , , , ,3,3, ,2,1,2,1,4, ,39,19, , , , , , , , , , , , , ,25083,10, ,24383, , , , , ,14,14, , , , , ,4,232, , , , , , , , , , , , , , , , , , , , , , , , ,1480496556206,3145728, , , ,28,0, , , ,2, , , ,3, , , , ,28, ,2048,1, , , , ,190464,45, , , , , , , , ,1,6,14690872,-1, , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-30 09:02:54.043 UTC, ,589,3176557,1752,30240, , ,7, ,23,4,0.17, , , , , , , ,7,7, , , ,5,2,10, ,15,9, , , , , , , , , , , , , ,25083,10, ,24383, , , , , ,14,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480496556206,3145728, , , ,17,0, , , ,1, , , ,3, , , , ,17,1, , , , , , ,36864,18, , , , , , , , , , ,17427752,-1, , , , , , ,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-30 09:04:12.436 UTC, ,125,3163565,1752,17712, , ,3, ,25,3,0.12, , , , , , , ,3,3, ,2, ,2,1,4, ,41,20, , , , , , , , , , , , , ,26094,11, ,25421, , , , , ,14,14, , , , , ,4,241, , , , , , , , , , , , , , , , , , , , , , , , ,1480496652033,3145728, , , ,28,0, , , ,2, , , ,3, , , , ,28, ,2048,1, , , , ,190464,45, , , , , , , , ,1,5,14677440,-1, , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-30 09:04:45.778 UTC, ,125,3173205,1752,27352, , ,6, ,16,3,0.19, , , , , , , ,6,6, , , ,4,3,7, ,10,6, , , , , , , , , , , , , ,26094,11, ,25421, , , , , ,14,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480496652033,3145728, , , ,12,0, , , ,1, , , ,3, , , , ,12,1, , , , , , ,26624,13, , , , , , , , , , ,16791056,-1, , , , , , ,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-30 09:07:19.311 UTC, ,125,3163565,1752,17712, , ,3, ,25,3,0.12, , , , , , , ,3,3, ,2, ,2,1,4, ,41,20, , , , , , , , , , , , , ,26094,11, ,25421, , , , , ,14,14, , , , , ,4,241, , , , , , , , , , , , , , , , , , , , , , , , ,1480496838927,3145728, , , ,28,0, , , ,2, , , ,3, , , , ,28, ,2048,1, , , , ,190464,45, , , , , , , , ,1,5,13623736,-1, , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-30 09:08:06.177 UTC, ,125,3176117,1752,30264, , ,7, ,36,4,0.11, , , , , , , ,7,7, , , ,5,2,10, ,25,10, , , , , , , , , , , , , ,26094,11, ,25421, , , , , ,14,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480496838927,3145728, , , ,18,0, , , ,1, , , ,3, , , , ,18,1, , , , , , ,38912,19, , , , , , , , , , ,16066976,-1, , , , , , ,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-30 09:46:13.518 UTC, ,125,3163701,1752,17712,136, ,3, ,27,3,0.11, , , , , , , ,3,3, ,2, ,2,1,4, ,43,21, , , , , , , , , , , , , ,26094,11, ,25421, , , , , ,14,14, , , , , ,4,241, , , , , , , , , , , , , , , , , , , , , , , , ,1480499173143,3145728, , , ,29,0, , , ,3, , , ,3, , , , ,29,1,2048,1, , , , ,194560,47, , , , , , , , ,1,5,14839136,-1, , , , , , ,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-30 09:47:11.159 UTC, ,589,3176581,1752,30264, , ,7, ,45,4,0.09, , , , , , , ,7,7, , , ,5,2,10, ,28,8, , , , , , , , , , , , , ,26094,11, ,25421, , , , , ,14,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480499173143,3145728, , , ,16,0, , , , , , , ,3, , , , ,16,1, , , , , , ,32768,16, , , , , , , , , , ,17276576,-1, , , , , , ,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,32, ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-30 09:47:23.052 UTC, ,125,3163589,1752,17736, , ,3,1,25,3,0.12, , , , , , , ,3,3, ,2,1,2,1,4, ,43,21, , , , , , , , , , , , , ,27144,12, ,26471, , , , , ,14,14, , , , , ,4,252, , , , , , , , , , , , , , , , , , , , , , , , ,1480499242673,3145728, , , ,30,0, , , ,2, , , ,3, , , , ,30, ,2048,1, , , , ,194560,47, , , , , , , , ,1,6,13802128,-1, , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-30 09:47:51.101 UTC, ,125,3176141,1752,30288, , ,7, ,34,4,0.12, , , , , , , ,7,7, , , ,5,2,10, ,24,10, , , , , , , , , , , , , ,27144,12, ,26471, , , , , ,14,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480499242673,3145728, , , ,18,0, , , ,1, , , ,3, , , , ,18,1, , , , , , ,38912,19, , , , , , , , , , ,15920832,-1, , , , , , ,38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-30 10:30:08.615 UTC, ,125,3163589,1752,17736, , ,3,1,25,3,0.12, , , , , , , ,3,3, ,2,1,2,1,4, ,43,21, , , , , , , , , , , , , ,27144,12, ,26471, , , , , ,14,14, , , , , ,4,252, , , , , , , , , , , , , , , , , , , , , , , , ,1480501808247,3145728, , , ,30,0, , , ,2, , , ,3, , , , ,30, ,2048,1, , , , ,194560,47, , , , , , , , ,1,5,13439624,-1, , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-30 10:30:37.988 UTC, ,125,3176141,1752,30288, , ,7, ,26,4,0.15, , , , , , , ,7,7, , , ,5,2,10, ,18,9, , , , , , , , , , , , , ,27144,12, ,26471, , , , , ,14,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480501808247,3145728, , , ,17,0, , , ,1, , , ,3, , , , ,17,1, , , , , , ,36864,18, , , , , , , , , , ,15867536,-1, , , , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , 
2016-11-30 10:32:13.850 UTC, ,125,3163589,1752,17736, , ,3,1,25,3,0.12, , , , , , , ,3,3, ,2,1,2,1,4, ,43,21, , , , , , , , , , , , , ,27144,12, ,26471, , , , , ,14,14, , , , , ,4,252, , , , , , , , , , , , , , , , , , , , , , , , ,1480501933492,3145728, , , ,30,0, , , ,2, , , ,3, , , , ,30, ,2048,1, , , , ,194560,47, , , , , , , , ,1,5,14812256,-1, , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
